code,number_occurrences,root,description
نحسات,1,نحس,"""Non traduit pour le moment"""
نحس,1,نحس,"""Non traduit pour le moment"""
ونحاس,1,نحس,"et du cuivre,"
نحلة,1,نحل,en religion.
النحل,1,نحل,"""Non traduit pour le moment"""
نحن,65,نحن,nous sommes (de)
ونحن,15,نحن,alors que nous
لنحن,5,نحن,assurément nous
أنحن,1,نحن,"""Non traduit pour le moment"""
نخرة,1,نخر,"nécrosés?"""
نخيل,4,نخل,palmiers
والنخل,3,نخل,Ainsi que les palmiers
النخل,2,نخل,"le palmier,"
النخلة,2,نخل,"""Non traduit pour le moment"""
ونخل,2,نخل,et des dattiers
نخل,2,نخل,de palmiers
ونخيل,1,نخل,"""Non traduit pour le moment"""
والنخيل,1,نخل,"""Non traduit pour le moment"""
النخيل,1,نخل,"""Non traduit pour le moment"""
بنخل,1,نخل,"""Non traduit pour le moment"""
ونخلا,1,نخل,et des palmiers.
أندادا,6,ندد,des rivaux
ندمين,4,ندم,regrettant.
الندامة,2,ندم,de remords
الندمين,1,ندم,ceux accablés par le remords.
نادى,7,ندو,il a appelé
ونادى,6,ندو,Et appelleront 
نودى,4,ندو,il est fait appel
يناديهم,4,ندو,"""Non traduit pour le moment"""
ونادوا,2,ندو,et ils appellent
وندينه,2,ندو,"""Non traduit pour le moment"""
فنادى,2,ندو,et alors il fit une proclamation.
فنادوا,2,ندو,"""Non traduit pour le moment"""
ينادون,2,ندو,"""Non traduit pour le moment"""
ونداء,1,ندو,et des cris.
فنادته,1,ندو,Puis l'appelèrent
مناديا,1,ندو,un appelant
ينادى,1,ندو,qui appelait
ناديتم,1,ندو,vous faîtes un appel
ونادىهما,1,ندو,et alors les a interpellés à tous deux
ونودوا,1,ندو,et ils seront interpellés
نادوا,1,ندو,"""Non traduit pour le moment"""
نداء,1,ندو,"""Non traduit pour le moment"""
فنادىها,1,ندو,"""Non traduit pour le moment"""
نديا,1,ندو,"""Non traduit pour le moment"""
نادينا,1,ندو,"""Non traduit pour le moment"""
ناديكم,1,ندو,"""Non traduit pour le moment"""
نادىنا,1,ندو,"""Non traduit pour le moment"""
التناد,1,ندو,"""Non traduit pour le moment"""
ينادونك,1,ندو,"""Non traduit pour le moment"""
يناد,1,ندو,appellera
المناد,1,ندو,l'appellant
ينادونهم,1,ندو,Ils les interpellerons :
فتنادوا,1,ندو,Ils s'interpellèrent alors
نادىه,1,ندو,l'appela
ناديه,1,ندو,ses secoureurs.
نذير,29,نذر,"d'avertisseur""."
ونذيرا,8,نذر,"et avertisseur,"
ونذر,8,نذر,et que nous abandonnions
المنذرين,7,نذر,les prévenus /  ceux qui ont été mis en garde
لتنذر,5,نذر,afin que tu avertisse
منذر,5,نذر,un avertisseur
ومنذرين,4,نذر,et avertisseurs.
أنذر,4,نذر,"""Avertis"
لينذر,4,نذر,pour avertir
نذيرا,4,نذر,Un avertissement
النذر,4,نذر,les avertisseurs
بالنذر,4,نذر,avec le vœux / avec la promesse
وأنذر,3,نذر,Et avise
أنذروا,3,نذر,ils sont avertis
منذرين,3,نذر,"""Non traduit pour le moment"""
ءأنذرتهم,2,نذر,"que tu les avertisses,"
تنذرهم,2,نذر,"les avertisses,"
نذرت,2,نذر,ai dédié
وينذرونكم,2,نذر,et vous ont avertis
لينذركم,2,نذر,afin qu'il vous avertisse
ولينذروا,2,نذر,"""Non traduit pour le moment"""
النذير,2,نذر,"""Non traduit pour le moment"""
وأنذرهم,2,نذر,"""Non traduit pour le moment"""
وتنذر,2,نذر,"""Non traduit pour le moment"""
تنذر,2,نذر,tu (peux) avertir
نذرتم,1,نذر,vous vouiez
نذر,1,نذر,"voeu (charitable),"
ونذير,1,نذر,et avertisseur.
لأنذركم,1,نذر,afin que je vous avertisse
ولتنذر,1,نذر,et afin que tu avertisses
والنذر,1,نذر,"""Non traduit pour le moment"""
وينذر,1,نذر,"""Non traduit pour le moment"""
أنذركم,1,نذر,"""Non traduit pour le moment"""
ينذرون,1,نذر,"""Non traduit pour le moment"""
نذورهم,1,نذر,"""Non traduit pour le moment"""
منذرون,1,نذر,"""Non traduit pour le moment"""
أنذرتكم,1,نذر,"""Non traduit pour le moment"""
أنذرهم,1,نذر,"""Non traduit pour le moment"""
فأنذر,1,نذر,puis avertis!
نذرا,1,نذر,des avertissements.
أنذرنكم,1,نذر,nous vous avons mis en garde d'
فأنذرتكم,1,نذر,Alors je vous préviens
ونزعنا,3,نزع,Et Nous retirerons
ونزع,2,نزع,Et il extirpa
يتنزعون,2,نزع,"""Non traduit pour le moment"""
وتنزع,1,نزع,tu retires
وتنزعتم,1,نزع,et vous vous êtes disputés
تنزعتم,1,نزع,vous vous querellez
ينزع,1,نزع,faisant disparaitre
ولتنزعتم,1,نزع,et vous vous seriez sûrement querellés
تنزعوا,1,نزع,"vous disputez,"
نزعنها,1,نزع,"""Non traduit pour le moment"""
لننزعن,1,نزع,"""Non traduit pour le moment"""
فتنزعوا,1,نزع,"""Non traduit pour le moment"""
ينزعنك,1,نزع,"""Non traduit pour le moment"""
تنزع,1,نزع,"""Non traduit pour le moment"""
نزاعة,1,نزع,Un arrachement
والنزعت,1,نزع,Par ceux qui ôtent les âmes
نزغ,3,نزغ,"une mauvaise suggestion,"
ينزغنك,2,نزغ,t'es malicieusement suggéré
ينزغ,1,نزغ,"""Non traduit pour le moment"""
ينزفون,2,نزف,ils seront en manque.
أنزل,95,نزل,t'a été révélé
أنزلنا,25,نزل,nous avons descendu
نزل,22,نزل,a révélé
ينزل,17,نزل,a révélé
أنزلنه,14,نزل,"nous l'avons révélée,"
وأنزل,12,نزل,Et il fait descendre
وأنزلنا,12,نزل,et nous avons fait descendre
تنزيل,10,نزل,La révélation de
أنزلت,9,نزل,j'ai révélé
تنزل,7,نزل,soit descendu
نزلنا,6,نزل,nous avons révélé
نزلا,6,نزل,une hospitalité
وينزل,5,نزل,et a descendu
تنزيلا,4,نزل,d'une révélation progressive
فأنزلنا,3,نزل,"Par conséquent, nous avons fait descendre"
أنزله,3,نزل,Il l'a révélé
فأنزل,3,نزل,"""Non traduit pour le moment"""
ونزلنا,3,نزل,Et Nous avons fait descendre
نزله,2,نزل,l'a descendu
منزلين,2,نزل,"descendus?"""
منازل,2,نزل,des phases
المنزلين,2,نزل,"""Non traduit pour le moment"""
ننزل,2,نزل,"""Non traduit pour le moment"""
لأنزل,2,نزل,"""Non traduit pour le moment"""
منزلها,1,نزل,vais la faire descendre
سأنزل,1,نزل,Je vais révélé
منزل,1,نزل,une révélation
ننزله,1,نزل,"""Non traduit pour le moment"""
وننزل,1,نزل,"""Non traduit pour le moment"""
لنزلنا,1,نزل,"""Non traduit pour le moment"""
ونزلنه,1,نزل,"""Non traduit pour le moment"""
نتنزل,1,نزل,"""Non traduit pour le moment"""
أنزلنى,1,نزل,"""Non traduit pour le moment"""
منزلا,1,نزل,"""Non traduit pour le moment"""
أنزلنها,1,نزل,"""Non traduit pour le moment"""
ونزل,1,نزل,"""Non traduit pour le moment"""
لتنزيل,1,نزل,"""Non traduit pour le moment"""
نزلنه,1,نزل,"""Non traduit pour le moment"""
تنزلت,1,نزل,"""Non traduit pour le moment"""
منزلون,1,نزل,"""Non traduit pour le moment"""
أءنزل,1,نزل,"""Non traduit pour le moment"""
تتنزل,1,نزل,"""Non traduit pour le moment"""
نزلت,1,نزل,"""Non traduit pour le moment"""
نزلة,1,نزل,"""Non traduit pour le moment"""
نزلهم,1,نزل,"""Non traduit pour le moment"""
أنزلتموه,1,نزل,"""Non traduit pour le moment"""
المنزلون,1,نزل,"""Non traduit pour le moment"""
فنزل,1,نزل,"""Non traduit pour le moment"""
يتنزل,1,نزل,Se transmet
النسىء,1,نسأ,l'omission
منسأته,1,نسأ,"""Non traduit pour le moment"""
نسبا,2,نسب,"""Non traduit pour le moment"""
أنساب,1,نسب,"""Non traduit pour le moment"""
ننسخ,1,نسخ,nous abrogeons
نسختها,1,نسخ,leur inscription
فينسخ,1,نسخ,"""Non traduit pour le moment"""
نستنسخ,1,نسخ,"""Non traduit pour le moment"""
ونسرا,1,نسر,et Nasr
نسفا,2,نسف,"""Non traduit pour le moment"""
لننسفنه,1,نسف,"""Non traduit pour le moment"""
ينسفها,1,نسف,"""Non traduit pour le moment"""
نسفت,1,نسف,sont éclatées en morceaux.
منسكا,2,نسك,"""Non traduit pour le moment"""
مناسكنا,1,نسك,notre manière de nous consacrer à la piété
نسك,1,نسك,un acte de dévotion (à Dieu).
منسككم,1,نسك,vos actes d'adoration
ونسكى,1,نسك,"et mes pratiques d'adoration,"
ناسكوه,1,نسك,"""Non traduit pour le moment"""
ينسلون,2,نسل,se hâteront.
والنسل,1,نسل,et la postérité.
نسله,1,نسل,sa postérité
النساء,24,نسو,des femmes
نسائكم,5,نسو,vos femmes.
نساء,4,نسو,des femmes
ونساء,4,نسو,ainsi que des femmes.
نساءكم,3,نسو,vos femmes.
نسائهم,3,نسو,leurs femmes
نساءهم,3,نسو,"leurs femmes,"
وللنساء,2,نسو,Et aux femmes
والنساء,2,نسو,et les femmes
نسائهن,2,نسو,"""Non traduit pour le moment"""
ينساء,2,نسو,"""Non traduit pour le moment"""
نساؤكم,1,نسو,Vos femmes (sont)
ونساءنا,1,نسو,et nos femmes
ونساءكم,1,نسو,"et vos femmes,"
نسوة,1,نسو,"""Non traduit pour le moment"""
النسوة,1,نسو,"""Non traduit pour le moment"""
ينسينك,1,نسى,te fait oublier
ينسى,1,نسى,"""Non traduit pour le moment"""
نسوا,7,نسي,ils ont oublié
نسيت,3,نسي,"""Non traduit pour le moment"""
نسيا,3,نسي,"""Non traduit pour le moment"""
وتنسون,2,نسي,et cependant vous oubliez
ونسى,2,نسي,et oublie
فنسى,2,نسي,"""Non traduit pour le moment"""
تنسى,2,نسي,oublies (pas).
نسيتم,2,نسي,"""Non traduit pour le moment"""
فأنسىهم,2,نسي,il leur a donc fait oublié
ننسها,1,نسي,nous le faisons oublier
تنسوا,1,نسي,omettez
نسينا,1,نسي,nous oublions
ونسوا,1,نسي,et ils ont omit
فنسوا,1,نسي,Puis alors ils ont omit
ننسىهم,1,نسي,nous les oublions
نسوه,1,نسي,l'ont oublié
فنسيهم,1,نسي,"""Non traduit pour le moment"""
فأنسىه,1,نسي,"""Non traduit pour le moment"""
أنسىنيه,1,نسي,"""Non traduit pour le moment"""
منسيا,1,نسي,"""Non traduit pour le moment"""
فنسيتها,1,نسي,"""Non traduit pour le moment"""
أنسوكم,1,نسي,"""Non traduit pour le moment"""
تنس,1,نسي,"""Non traduit pour le moment"""
نسينكم,1,نسي,"""Non traduit pour le moment"""
نسى,1,نسي,il oublie
ننسىكم,1,نسي,"""Non traduit pour le moment"""
ونسوه,1,نسي,et ils ont oublié.
أنشأكم,5,نشأ,vous a suscité
أنشأنا,3,نشأ,"""Non traduit pour le moment"""
النشأة,3,نشأ,"""Non traduit pour le moment"""
وأنشأنا,2,نشأ,"et nous avons fait naître et croître,"
أنشأ,2,نشأ,a produit
وينشئ,1,نشأ,"""Non traduit pour le moment"""
أنشأنه,1,نشأ,"""Non traduit pour le moment"""
فأنشأنا,1,نشأ,"""Non traduit pour le moment"""
ينشئ,1,نشأ,"""Non traduit pour le moment"""
أنشأها,1,نشأ,les a produits
ينشؤا,1,نشأ,"""Non traduit pour le moment"""
المنشءات,1,نشأ,installés
أنشأنهن,1,نشأ,"""Non traduit pour le moment"""
إنشاء,1,نشأ,"""Non traduit pour le moment"""
وننشئكم,1,نشأ,"""Non traduit pour le moment"""
أنشأتم,1,نشأ,"""Non traduit pour le moment"""
المنشءون,1,نشأ,"""Non traduit pour le moment"""
ناشئة,1,نشأ,la méditation éducative
نشورا,3,نشر,"""Non traduit pour le moment"""
فانتشروا,2,نشر,dispersez-vous
النشور,2,نشر,la résurrection.
منشورا,1,نشر,"""Non traduit pour le moment"""
ينشر,1,نشر,"""Non traduit pour le moment"""
ينشرون,1,نشر,"""Non traduit pour le moment"""
تنتشرون,1,نشر,"""Non traduit pour le moment"""
وينشر,1,نشر,"""Non traduit pour le moment"""
فأنشرنا,1,نشر,"""Non traduit pour le moment"""
بمنشرين,1,نشر,"""Non traduit pour le moment"""
منشور,1,نشر,"""Non traduit pour le moment"""
منتشر,1,نشر,"""Non traduit pour le moment"""
منشرة,1,نشر,illustratives?
والنشرت,1,نشر,Ainsi que les diffusions
نشرا,1,نشر,"dispersées,"
أنشره,1,نشر,Il le ressuscite.
نشرت,1,نشر,seront accessible à tous.
ننشزها,1,نشز,nous les érigeons
نشوزهن,1,نشز,leur rébellion
نشوزا,1,نشز,une opression
انشزوا,1,نشز,"""levez-vous""."
فانشزوا,1,نشز,Alors levez-vous donc.
والنشطت,1,نشط,Ainsi que ceux qui font sortir (les âmes)
نشطا,1,نشط,délicatement.
نصيب,10,نصب,une part
نصيبا,8,نصب,une partie
نصب,4,نصب,Accablement / accabler
نصيبهم,3,نصب,leur part.
النصب,1,نصب,les autels
والأنصاب,1,نصب,et les autels d'idoles
نصبا,1,نصب,"""Non traduit pour le moment"""
نصيبك,1,نصب,"""Non traduit pour le moment"""
بنصب,1,نصب,"""Non traduit pour le moment"""
ناصبة,1,نصب,(et) exténués.
نصبت,1,نصب,elles ont été érigées?
فانصب,1,نصب,travail donc dur.
وأنصتوا,1,نصت,et prêtez attention
أنصتوا,1,نصت,"""Non traduit pour le moment"""
النصحين,3,نصح,"les sincères conseillers""."
ونصحت,2,نصح,et j'ai été de bon conseil
وأنصح,1,نصح,et je conseille
ناصح,1,نصح,un conseiller
نصحوا,1,نصح,"""Non traduit pour le moment"""
نصحى,1,نصح,"""Non traduit pour le moment"""
أنصح,1,نصح,"""Non traduit pour le moment"""
لنصحون,1,نصح,"""Non traduit pour le moment"""
نصحون,1,نصح,"""Non traduit pour le moment"""
نصوحا,1,نصح,sincère.
ينصرون,13,نصر,seront aidé.
نصيرا,12,نصر,Soutien
نصير,9,نصر,secoureur?
نصر,7,نصر,le triomphe (de)
نصرين,7,نصر,aides.
أنصار,6,نصر,les soutiens de
والنصرى,5,نصر,et les Chrétiens
نصرى,5,نصر,"nazaréen!"""
النصرى,4,نصر,les chrétiens
ينصركم,4,نصر,vous soutient
بنصره,3,نصر,par son triomphe
نصركم,3,نصر,vous a fait triomphé
النصر,3,نصر,la Victoire (vient)
نصرا,3,نصر,"d'une quelconque aide,"
تنصرون,3,نصر,vous êtes aidé
ينصره,3,نصر,le soutient lui
نصرهم,3,نصر,"pour les aider,"
انصرنى,3,نصر,"""Non traduit pour le moment"""
وانصرنا,2,نصر,et accorde-nous la victoire / et aide-nous
أنصارى,2,نصر,mes soutiens
نصرنا,2,نصر,notre secours.
النصير,2,نصر,secoureur.
ونصروا,2,نصر,et aider
والأنصار,2,نصر,"""Non traduit pour le moment"""
ينصرنى,2,نصر,"""Non traduit pour le moment"""
ينصرونه,2,نصر,"""Non traduit pour le moment"""
ينتصرون,2,نصر,"""Non traduit pour le moment"""
ينصرونهم,2,نصر,ils les secourrons.
ناصر,2,نصر,secoureur.
فانصرنا,1,نصر,alors aides-nous
نصرانيا,1,نصر,un Chrétien!
ولتنصرنه,1,نصر,et vous devrez assurément le soutenir.
النصرين,1,نصر,des soutiens.
ونصروه,1,نصر,"et lui prête assistance,"
استنصروكم,1,نصر,ils cherchent votre secours
وينصركم,1,نصر,"""Non traduit pour le moment"""
تنصروه,1,نصر,"""Non traduit pour le moment"""
نصره,1,نصر,"""Non traduit pour le moment"""
منصورا,1,نصر,"""Non traduit pour le moment"""
منتصرا,1,نصر,"""Non traduit pour le moment"""
وانصروا,1,نصر,"""Non traduit pour le moment"""
ونصرنه,1,نصر,"""Non traduit pour le moment"""
ولينصرن,1,نصر,"""Non traduit pour le moment"""
لينصرنه,1,نصر,"""Non traduit pour le moment"""
ونصيرا,1,نصر,"""Non traduit pour le moment"""
ينصرونكم,1,نصر,"""Non traduit pour le moment"""
وانتصروا,1,نصر,"""Non traduit pour le moment"""
استنصره,1,نصر,"""Non traduit pour le moment"""
المنتصرين,1,نصر,"""Non traduit pour le moment"""
بنصر,1,نصر,"""Non traduit pour le moment"""
ينصر,1,نصر,"""Non traduit pour le moment"""
تناصرون,1,نصر,"""Non traduit pour le moment"""
ونصرنهم,1,نصر,"""Non traduit pour le moment"""
المنصورون,1,نصر,"""Non traduit pour le moment"""
ينصرنا,1,نصر,"""Non traduit pour le moment"""
لننصر,1,نصر,"""Non traduit pour le moment"""
انتصر,1,نصر,"""Non traduit pour le moment"""
لانتصر,1,نصر,"""Non traduit pour le moment"""
تنصروا,1,نصر,"""Non traduit pour le moment"""
وينصرك,1,نصر,"""Non traduit pour le moment"""
منتصرين,1,نصر,"""Non traduit pour le moment"""
فانتصر,1,نصر,"""Non traduit pour le moment"""
منتصر,1,نصر,"""Non traduit pour le moment"""
تنتصران,1,نصر,"tous deux , vous vous assisterez vous-même."
وينصرون,1,نصر,et qui soutiennent
لننصرنكم,1,نصر,nous vous secourrons.
نصروهم,1,نصر,"ils viennent à leur secours,"
أنصارا,1,نصر,de secoureur.
ناصرا,1,نصر,assistances
نصف,3,نصف,la moitié
فنصف,1,نصف,alors (sera dû) la moitié
النصف,1,نصف,la moitié
نصفه,1,نصف,La moitié d'elle
ونصفه,1,نصف,et la moitié de cela
بناصيتها,1,نصو,"""Non traduit pour le moment"""
بالنوصى,1,نصو,par les toupets
بالناصية,1,نصو,par le toupet.
ناصية,1,نصو,Un toupet
نضجت,1,نضج,sera totalement brûlé
نضاختان,1,نضخ,toutes deux jaillissantes.
منضود,2,نضد,"""Non traduit pour le moment"""
نضيد,1,نضد,ordonnées.
نضرة,2,نضر,un rayonnement
ناضرة,1,نضر,rayonnants.
والنطيحة,1,نطح,"et celles mortes des coups de cornes,"
نطفة,11,نطف,une goutte de sperme
النطفة,1,نطف,"""Non traduit pour le moment"""
ينطقون,4,نطق,ils parleront
ينطق,3,نطق,"""Non traduit pour le moment"""
تنطقون,2,نطق,"""Non traduit pour le moment"""
منطق,1,نطق,"""Non traduit pour le moment"""
أنطقنا,1,نطق,"""Non traduit pour le moment"""
أنطق,1,نطق,"""Non traduit pour le moment"""
ينظرون,25,نظر,auront un délai accordé.
فانظر,13,نظر,alors regardes
انظر,10,نظر,Observe donc
تنظرون,7,نظر,observiez.
فينظروا,6,نظر,Alors ils regardent / puis ils voient
فانظروا,5,نظر,et constatez donc
ينظر,4,نظر,regardera
فلينظر,4,نظر,"Alors, qu'il porte son attention,"
وانظر,3,نظر,et regardes
انظروا,3,نظر,observez / constatez
منتظرون,3,نظر,"des observateurs qui attendent!"""
المنظرين,3,نظر,"ceux qui attendent en observateurs""."
فانتظروا,3,نظر,Alors attendez donc en observation!
المنتظرين,3,نظر,les observateurs.
للنظرين,3,نظر,pour les observateurs.
نظر,3,نظر,a observé / a regardé
ينظروا,2,نظر,ils ont porté leur considération
منظرين,2,نظر,"""Non traduit pour le moment"""
فأنظرنى,2,نظر,"""Non traduit pour le moment"""
النظرين,1,نظر,aux observateurs.
انظرنا,1,نظر,"""Ounzourna"" (veilles sur nous)"
فنظرة,1,نظر,alors une attente
وانظرنا,1,نظر,"puis ""Ounzourna"" (veille sur nous),"
انتظروا,1,نظر,"""Attendez en contemplation,"
أنظرنى,1,نظر,"""Accorde moi un délai en observation"
وانظروا,1,نظر,et observez
فينظر,1,نظر,afin d'observer
أنظر,1,نظر,que je puisse porter mon regard
لننظر,1,نظر,pour voir 
ينتظرون,1,نظر,"""Non traduit pour le moment"""
وانتظروا,1,نظر,"""Non traduit pour le moment"""
منظرون,1,نظر,"""Non traduit pour le moment"""
سننظر,1,نظر,"""Non traduit pour le moment"""
فانظرى,1,نظر,"""Non traduit pour le moment"""
فناظرة,1,نظر,"""Non traduit pour le moment"""
ننظر,1,نظر,"""Non traduit pour le moment"""
وانتظر,1,نظر,"""Non traduit pour le moment"""
ينتظر,1,نظر,"""Non traduit pour le moment"""
نظرين,1,نظر,"""Non traduit pour le moment"""
فنظر,1,نظر,"""Non traduit pour le moment"""
نظرة,1,نظر,"""Non traduit pour le moment"""
انظرونا,1,نظر,"""Attendez-nous,"
ولتنظر,1,نظر,"et qu'examine,"
ناظرة,1,نظر,regardants.
نعجة,2,نعج,"""Non traduit pour le moment"""
نعجتك,1,نعج,"""Non traduit pour le moment"""
نعاجه,1,نعج,"""Non traduit pour le moment"""
نعاسا,1,نعس,sommeil
النعاس,1,نعس,la torpeur
ينعق,1,نعق,croasse
نعليك,1,نعل,"""Non traduit pour le moment"""
نعمة,16,نعم,la faveur de
الأنعم,14,نعم,des bestiaux
النعيم,10,نعم,la félicité.
نعم,9,نعم,"""Oui""."
نعمت,8,نعم,des bénédictions / les bénédictions de
أنعمت,7,نعم,ayant ton agrément
نعمتى,6,نعم,de mes faveurs
والأنعم,6,نعم,et les bestiaux
أنعم,6,نعم,a couvert de faveurs
نعيم,5,نعم,(la) félicité.
فنعم,5,نعم,alors les meilleurs
ونعم,4,نعم,et une excellente
بنعمة,4,نعم,des Faveurs
نعمته,4,نعم,son agrément
أنعمنا,3,نعم,"""Non traduit pour le moment"""
وأنعم,2,نعم,Et des béstiaux
كالأنعم,2,نعم,comme du bétail.
بأنعم,2,نعم,"""Non traduit pour le moment"""
أنعما,2,نعم,"bétail,"
نعمتك,2,نعم,de tes faveurs / de tes bénédictions
بنعمت,2,نعم,"""Non traduit pour le moment"""
ونعمة,2,نعم,"""Non traduit pour le moment"""
ولأنعمكم,2,نعم,et pour vos bestiaux.
فنعما,1,نعم,alors valables
بنعمته,1,نعم,par Sa grâce
نعما,1,نعم,excellemment
النعم,1,نعم,les  bovins.
أنعمها,1,نعم,qu'il a agréé
نعماء,1,نعم,"""Non traduit pour le moment"""
ولنعم,1,نعم,"""Non traduit pour le moment"""
أفبنعمة,1,نعم,"""Non traduit pour le moment"""
وبنعمت,1,نعم,"""Non traduit pour le moment"""
لأنعمه,1,نعم,"""Non traduit pour le moment"""
أنعمكم,1,نعم,"""Non traduit pour le moment"""
وبنعمة,1,نعم,"""Non traduit pour le moment"""
نعمه,1,نعم,"""Non traduit pour le moment"""
أنعمهم,1,نعم,"""Non traduit pour le moment"""
وأنعمت,1,نعم,"""Non traduit pour le moment"""
فلنعم,1,نعم,"""Non traduit pour le moment"""
ونعيم,1,نعم,"""Non traduit pour le moment"""
النعمة,1,نعم,l'aisance
نعيما,1,نعم,une félicité
ناعمة,1,نعم,(seront) enjoués.
ونعمه,1,نعم,"et en le comblant de faveurs,"
فسينغضون,1,نغض,"""Non traduit pour le moment"""
النفثت,1,نفث,ceux qui soufflent
نفحة,1,نفح,"""Non traduit pour le moment"""
ونفخ,5,نفخ,Et il souffla / et sera soufflé
ينفخ,4,نفخ,l'on soufflera
نفخ,3,نفخ,sera soufflé
ونفخت,2,نفخ,"""Non traduit pour le moment"""
فنفخنا,2,نفخ,alors nous avons soufflé
فأنفخ,1,نفخ,puis ensuite je souffle
فتنفخ,1,نفخ,puis alors tu soufflais
انفخوا,1,نفخ,"""Non traduit pour le moment"""
نفخة,1,نفخ,un soufflement
ينفد,1,نفد,"""Non traduit pour le moment"""
لنفد,1,نفد,"""Non traduit pour le moment"""
تنفد,1,نفد,"""Non traduit pour le moment"""
نفدت,1,نفد,"""Non traduit pour le moment"""
نفاد,1,نفد,"""Non traduit pour le moment"""
تنفذوا,1,نفذ,vous traversiez
فانفذوا,1,نفذ,alors traversez!
تنفذون,1,نفذ,vous traverserez
نفورا,4,نفر,"""Non traduit pour le moment"""
انفروا,3,نفر,mobilisez-vous
تنفروا,2,نفر,"""Non traduit pour le moment"""
نفر,2,نفر,un petit groupe (de 3 à 10 personnes)
نفرا,2,نفر,"""Non traduit pour le moment"""
فانفروا,1,نفر,puis alors mobilisez-vous
لينفروا,1,نفر,"""Non traduit pour le moment"""
نفيرا,1,نفر,"""Non traduit pour le moment"""
ونفور,1,نفر,et l’aversion.
مستنفرة,1,نفر,effarouchés et déguerpissants.
أنفسهم,72,نفس,leurs propres âmes
نفس,47,نفس,une âme
أنفسكم,37,نفس,"votre (propre) personne,"
نفسه,26,نفس,sa propre âme?
نفسا,14,نفس,une personne
وأنفسهم,10,نفس,et leurs vies
لنفسه,10,نفس,pour lui-même / à son âme
نفسك,9,نفس,toi-même.
نفسى,9,نفس,"ma propre personne,"
النفس,7,نفس,"""La vie"
لأنفسكم,6,نفس,pour votre âme
الأنفس,5,نفس,les âmes
بأنفسهم,5,نفس,"envers eux-même,"
وأنفسكم,4,نفس,et vous-mêmes
فلنفسه,4,نفس,alors c'est pour sa propre âme!
لنفسى,4,نفس,pour moi-même
لنفس,3,نفس,pour une personne
لأنفسهم,3,نفس,pour eux.
بأنفسهن,2,نفس,"pour leur part,"
أنفسهن,2,نفس,elles-même
بالنفس,2,نفس,"pour la vie,"
أنفسنا,2,نفس,"nous-même!""."
نفسها,2,نفس,"""Non traduit pour le moment"""
والأنفس,1,نفس,et les bénéfices / et les fruits
فلأنفسكم,1,نفس,alors c'est pour vous-même.
وأنفسنا,1,نفس,ainsi que nous-mêmes
بنفسك,1,نفس,"""Non traduit pour le moment"""
نفوسكم,1,نفس,"""Non traduit pour le moment"""
فلأنفسهم,1,نفس,"""Non traduit pour le moment"""
كنفس,1,نفس,"""Non traduit pour le moment"""
النفوس,1,نفس,les âmes
تنفس,1,نفس,il respire.
فليتنافس,1,نفس,il y a matière à ce qu'ambitionnent
المتنفسون,1,نفس,les compétiteurs.
ونفس,1,نفس,Et l'âme
نفشت,1,نفش,"""Non traduit pour le moment"""
المنفوش,1,نفش,hérissée.
نفعا,9,نفع,en bénéfice.
ينفع,8,نفع,est utile pour
منفع,5,نفع,des avantages
ينفعهم,4,نفع,leur est bénéfique.
ينفعكم,4,نفع,"""Non traduit pour le moment"""
ومنفع,3,نفع,et des avantages
ينفعنا,3,نفع,nous est bénéfique
تنفع,3,نفع,"""Non traduit pour le moment"""
تنفعها,1,نفع,lui sera bénéfique
نفعهما,1,نفع,"leur avantages à tous deux!"""
فنفعها,1,نفع,"""Non traduit pour le moment"""
ينفعك,1,نفع,"""Non traduit pour le moment"""
ينفعه,1,نفع,"""Non traduit pour le moment"""
نفعه,1,نفع,"""Non traduit pour le moment"""
ينفعونكم,1,نفع,"""Non traduit pour le moment"""
تنفعكم,1,نفع,vous bénéficiera
تنفعهم,1,نفع,leur sera bénéfique
فتنفعه,1,نفع,afin que lui soit profitable
نفعت,1,نفع,est bénéfique
ينفقون,20,نفق,ils dépensent (en charité).
المنفقين,15,نفق,les hypocrites
أنفقوا,11,نفق,Faites dons
وأنفقوا,8,نفق,Et dépensez
تنفقوا,8,نفق,vous dépensez en chartité
المنفقون,7,نفق,les hypocrites
ينفق,5,نفق,dépense en charité
والمنفقين,5,نفق,"et les charitables,"
والمنفقت,5,نفق,et les femmes hypocrites
أنفقتم,4,نفق,vous donnez (en charité)
تنفقون,2,نفق,(pour que) vous (le) dépensiez
نفقة,2,نفق,dépense
نافقوا,2,نفق,étaient hypocrites.
أنفق,2,نفق,dépense (en charité)
نفقا,1,نفق,un tunnel
فسينفقونها,1,نفق,"Ils vont donc le dépenser,"
أنفقت,1,نفق,tu avais dépensé
ينفقونها,1,نفق,"""Non traduit pour le moment"""
نفقتهم,1,نفق,"""Non traduit pour le moment"""
نفاقا,1,نفق,"""Non traduit pour le moment"""
ونفاقا,1,نفق,"""Non traduit pour le moment"""
منفقون,1,نفق,"""Non traduit pour le moment"""
النفاق,1,نفق,"""Non traduit pour le moment"""
وينفقوا,1,نفق,"""Non traduit pour le moment"""
الإنفاق,1,نفق,"""Non traduit pour le moment"""
لتنفقوا,1,نفق,"""Non traduit pour le moment"""
فأنفقوا,1,نفق,vous subviendrez au dépenses
لينفق,1,نفق,Devra pourvoir
فلينفق,1,نفق,alors il devra pourvoir
